,ALC_mg/L,CONDUCT_mS/cm,SDT_M_mg/L,FLUORUROS_mg/L,DUR_mg/L,COLI_FEC_NMP/100_mL,N_NO3_mg/L,AS_TOT_mg/L,CD_TOT_mg/L,CR_TOT_mg/L,HG_TOT_mg/L,PB_TOT_mg/L,MN_TOT_mg/L,FE_TOT_mg/L
853,201.11,742.0,384.6,1.9874,83.3364,1.0,2.783053,0.0135,0.002,0.0075,0.0004,0.004,0.0051,0.3208
854,258.63,805.0,433.0,0.8004,282.4948,1.0,6.920794,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
855,207.1,510.0,335.8,0.4263,130.9572,1.0,2.624663,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
856,319.68,961.0,567.4,0.4621,344.1662,20.0,7.693514,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
857,213.12,701.0,337.3333,0.3016,93.624,1.0,0.853905,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
858,268.62,695.0,414.8,0.6841,258.622,231.0,6.069154,0.009,0.002,0.004,0.0004,0.004,0.0016,0.024
859,89.91,312.0,155.4,0.2456,77.6022,620.0,0.03585,0.009,0.002,0.004,0.0004,0.004,0.0365,0.7191
860,71.04,268.0,129.6,0.2426,77.6022,1.0,0.040184,0.009,0.002,0.004,0.0004,0.004,0.0181,0.2353
861,215.5275,1281.0,1210.0,4.5144,118.2771,1.0,5.555324,0.0108,0.002,0.0117,0.0004,0.004,0.0014,0.024
862,181.83,1148.0,1094.0,6.0882,60.576,1.0,8.320646,0.009,0.002,0.0307,0.0004,0.004,0.0014,0.0392
863,292.6,1106.0,1016.0,5.1867,61.5883,1.0,0.885459,0.0296,0.002,0.004,0.0004,0.004,0.0332,0.7742
864,227.0,1170.0,1176.0,3.9579,73.7359,1100.0,1.627127,0.0202,0.002,0.0067,0.0004,0.004,0.0044,0.1854
865,229.0,1173.0,980.0,4.1817,80.822,1.0,1.710679,0.0203,0.002,0.0085,0.0004,0.004,0.0062,0.0911
866,238.26,970.0,942.0,4.4292,245.9889,1.0,1.453934,0.0303,0.002,0.0058,0.0004,0.004,0.0014,0.024
867,159.885,905.0,1118.0,0.5202,488.7789,460.0,26.942074,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
868,229.9,541.0,540.0,1.1729,102.0803,1.0,2.149211,0.009,0.002,0.014,0.0004,0.004,0.0023,0.0321
869,264.385,705.0,728.0,0.7573,262.4287,1.0,7.873105,0.0438,0.002,0.004,0.0004,0.004,0.0014,0.024
870,323.0,1047.0,1092.0,1.6844,290.3276,1.0,3.506819,0.0579,0.002,0.0075,0.0004,0.004,0.0047,0.0365
871,164.0,872.0,912.0,4.1809,193.1873,1.0,9.554971,0.0108,0.002,0.0145,0.0004,0.004,0.0014,0.024
872,752.0,2230.0,2592.0,15.4243,237.7285,4.0,11.047141,0.0232,0.002,0.005,0.0004,0.004,0.0204,0.0724
873,287.0,1163.0,1112.0,5.5898,176.9905,9.0,2.06949,0.011,0.002,0.007,0.0004,0.004,0.0049,0.3524
874,156.91,721.0,378.8,0.2247,196.4358,1.0,3.791643,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
875,145.86,1439.0,982.4,0.2267,448.4292,1.0,11.700844,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0304
876,155.805,570.0,306.2,0.299,164.6886,17329.0,5.249334,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0313
877,100.555,2166.0,911.2,2.5625,130.7856,1.0,4.942184,0.0239,0.002,0.0122,0.0004,0.004,0.0162,1.031
878,303.52,900.0,693.0,0.646,347.2201,1.0,3.354095,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0439
879,82.88,295.0,204.2,0.4369,114.4135,1.0,1.756007,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
880,174.72,777.0,498.6,0.3486,253.6995,1.0,1.775496,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
881,327.04,1535.0,1199.6,0.698,532.2715,1.0,13.590907,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
882,202.72,767.0,479.0,3.6349,190.0259,1.0,5.602367,0.009,0.002,0.0056,0.0004,0.004,0.0014,0.024
883,254.24,1439.0,1142.6,0.4723,464.6183,1.0,3.427041,0.0108,0.002,0.004,0.0004,0.004,0.0017,0.0316
884,337.12,941.0,616.0,0.8062,243.7505,1.0,2.112783,0.0152,0.002,0.004,0.0004,0.004,0.0014,0.024
885,189.145,1470.0,2508.0,0.3628,1030.541,9.0,0.043653,0.009,0.002,0.004,0.0004,0.004,0.4708,0.1672
886,272.745,2100.0,3624.0,0.7371,1419.8417,1.0,31.540491,0.009,0.002,0.004,0.00254,0.004,0.0087,0.0815
887,200.64,1033.0,1244.0,2.2562,448.1699,1.0,6.278739,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
888,182.875,302.0,380.0,0.7093,216.2825,1.0,0.924348,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
889,194.37,898.0,1292.0,0.2614,496.3497,1100.0,5.692375,0.009,0.002,0.004,0.0004,0.004,0.0113,0.0998
890,191.235,6900.0,10196.0,0.9022,3810.6922,1.0,5.364292,0.009,0.002,0.004,0.00084,0.004,0.0072,0.0389
891,280.06,815.0,1160.0,0.3016,383.3319,1.0,8.650032,0.009,0.002,0.004,0.0007,0.004,0.0014,0.024
892,217.36,596.0,848.0,0.6176,362.6165,93.0,0.667926,0.009,0.002,0.004,0.0004,0.004,0.003,0.0767
893,311.41,1297.0,1900.0,1.2527,706.0002,23.0,8.711668,0.009,0.002,0.004,0.00052,0.004,0.0366,0.7754
894,357.39,1970.0,3100.0,0.9869,1188.9297,23.0,3.419947,0.009,0.002,0.004,0.00065,0.004,0.6061,0.1442
895,242.44,1520.0,1992.0,0.735,883.0756,1.0,1.411543,0.009,0.002,0.004,0.0004,0.004,0.0085,0.0337
896,182.875,1480.0,2488.0,0.3043,1085.1578,1.0,0.544644,0.009,0.002,0.004,0.0004,0.004,1.001,0.0758
897,266.475,1520.0,2028.0,0.4225,826.1181,23.0,1.388818,0.009,0.002,0.004,0.0004,0.004,0.0399,0.3978
898,157.08,5100.0,3694.0,0.5059,1968.0313,1.0,3.769762,0.009,0.002,0.004,0.0004,0.004,0.0187,0.144
899,65.79,668.0,386.0,0.1,149.6847,4.0,0.044078,0.009,0.002,0.004,0.0004,0.004,0.0202,0.024
900,185.64,870.0,520.0,0.6584,244.6512,1.0,0.125118,0.009,0.002,0.004,0.0004,0.004,0.01,0.024
901,134.64,1529.0,972.0,0.8492,413.7507,1.0,3.492451,0.009,0.002,0.004,0.0004,0.004,0.0104,0.0492
902,104.0,1288.0,2136.0,0.2168,961.3611,43.0,102.299497,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
903,193.8,3230.0,2336.0,0.3051,1072.7199,1.0,0.866475,0.009,0.002,0.004,0.0004,0.004,0.034,0.1389
904,195.0,1460.0,2076.0,0.3484,768.0118,1.0,2.648314,0.009,0.002,0.004,0.0004,0.004,0.0145,0.0449
905,178.0,1120.0,1700.0,0.2978,701.7669,9.0,8.863363,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
906,136.0,815.0,648.0,0.4733,293.0001,1.0,0.01,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
907,194.37,2900.0,2714.0,1.2346,494.7502,1.0,0.15754,0.009,0.002,0.0063,0.0004,0.004,0.0112,0.0859
908,191.235,1380.0,1300.0,0.6652,208.2851,1.0,0.01,0.009,0.002,0.004,0.0004,0.004,0.0686,0.1198
909,164.065,1385.0,1396.0,0.2693,457.4937,1.0,0.01,0.009,0.002,0.004,0.0004,0.004,0.1855,0.2642
910,156.75,680.0,604.0,0.6097,89.0254,1.0,0.02974,0.009,0.002,0.004,0.0004,0.004,0.0578,0.079
911,134.805,718.0,632.0,0.6304,90.0397,4.0,0.01,0.009,0.002,0.004,0.0004,0.004,0.0358,0.0371
912,438.9,1420.0,1450.0,0.1,528.7296,9.0,7.629346,0.009,0.002,0.004,0.0004,0.004,0.4894,0.1428
913,415.91,1311.0,1252.0,0.1,492.6045,1.0,8.329258,0.0353,0.002,0.004,0.0004,0.004,1.008,1.683
914,206.91,2185.0,2978.0,0.2606,1410.3813,9.0,0.063311,0.009,0.002,0.004,0.0004,0.004,1.449,1.793
915,237.215,1520.0,2128.0,0.7273,841.7229,1.0,1.240255,0.009,0.002,0.004,0.0004,0.004,0.0028,0.045
916,217.36,608.0,654.0,0.3214,307.5316,1.0,0.01,0.009,0.002,0.004,0.0004,0.004,0.3106,0.3491
917,267.52,1745.0,1222.0,0.3839,507.8192,43.0,0.01,0.009,0.002,0.004,0.0004,0.004,0.5545,0.4149
918,173.4,2440.0,1642.0,0.261,810.4779,1.0,3.033256,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0333
919,189.72,3490.0,2278.0,0.2972,1137.5711,1.0,1.78816,0.009,0.002,0.004,0.0004,0.004,0.0014,0.1362
920,277.2,1451.0,1096.0,0.4959,443.6708,4.0,7.082356,0.009,0.002,0.004,0.0004,0.004,0.0856,0.0312
921,334.62,1312.0,788.0,0.6894,353.6976,1.0,2.059611,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0256
922,115.47,1274.0,672.0,1.2508,240.6035,1.0,5.369985,0.009,0.002,0.0099,0.0004,0.004,0.004,0.0359
923,177.65,1365.0,756.0,0.2686,266.1789,1.0,0.01,0.009,0.002,0.004,0.0004,0.004,0.1891,0.024
924,210.045,1970.0,1498.0,0.2882,565.752,1.0,0.942674,0.009,0.002,0.004,0.0004,0.004,0.2317,0.0924
925,317.55,1098.0,630.6667,0.3034,326.688,1.0,8.184094,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
926,150.015,436.0,234.3333,0.2805,159.36,1529.0,0.230189,0.009,0.002,0.004,0.0004,0.004,0.0014,0.056
927,336.33,782.0,493.4,0.2294,286.984,41.0,3.40806,0.025,0.002,0.004,0.0004,0.004,3.279,0.024
928,281.94,857.0,485.2,0.2815,263.2336,20.0,3.534655,0.0149,0.002,0.004,0.0004,0.004,1.771,0.03
929,196.47,614.0,349.4,0.2078,221.6704,1.0,0.047623,0.009,0.002,0.004,0.0004,0.004,0.0474,0.024
930,293.04,1079.0,622.2,0.3618,308.7552,1.0,2.776422,0.02,0.002,0.004,0.0004,0.004,0.584,0.024
931,559.44,3060.0,1970.8,0.3154,746.175,148.0,14.834737,0.009,0.002,0.004,0.0004,0.004,1.224,0.024
932,455.1,1382.0,825.0,0.4473,326.3272,1.0,20.525765,0.0146,0.002,0.004,0.0004,0.004,0.0096,0.024
933,369.63,1171.0,713.8,0.383,300.8384,73.0,12.944124,0.0138,0.002,0.004,0.0004,0.004,0.0296,0.024
934,328.56,909.0,531.6,0.3088,312.7136,41.0,9.046731,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
935,183.15,710.0,394.6,0.1,248.725,1.0,0.130182,0.009,0.002,0.004,0.0004,0.004,0.8283,0.0285
936,357.42,2830.0,1850.6,0.2437,927.2468,20.0,7.966361,0.009,0.002,0.004,0.0004,0.004,1.96,0.3391
937,146.52,2052.0,1400.4,0.2573,437.756,10.0,1.027339,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
938,238.65,624.0,427.2,0.4279,216.8882,1872.0,6.253069,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
939,160.95,393.0,252.2,0.3793,155.2044,171.0,0.94495,0.0117,0.002,0.004,0.0004,0.004,0.4764,0.024
940,187.245,526.0,374.3333,0.2113,219.12,20.0,4.704914,0.009,0.002,0.004,0.0004,0.004,0.2667,0.024
941,286.89,783.0,486.0,0.5687,258.96,1.0,11.134722,0.0123,0.002,0.004,0.0004,0.004,0.0014,0.024
942,179.82,549.0,316.0,0.3377,181.272,1.0,3.510649,0.009,0.002,0.004,0.0004,0.004,0.0029,0.0266
943,191.84,440.0,251.8,0.2279,160.299,1.0,0.107417,0.009,0.002,0.004,0.0004,0.004,0.0041,0.0765
944,213.64,564.0,310.8,0.1,207.795,345.0,2.891329,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0563
945,299.75,966.0,618.4,0.3239,314.661,10.0,1.445161,0.009,0.002,0.004,0.0004,0.004,0.0163,0.0726
946,111.0,312.0,190.4,0.2788,129.337,1.0,0.01,0.009,0.002,0.004,0.0004,0.004,0.4709,0.2155
947,106.56,316.0,190.6,0.3711,105.4594,134.0,2.533987,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
948,91.02,256.0,164.0,0.416,83.5716,1.0,1.011458,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
949,89.38,240.0,151.6,0.2155,77.181,432.0,2.098272,0.009,0.002,0.004,0.0004,0.004,0.0015,0.0678
950,104.64,300.0,204.0,0.2901,93.013,1.0,0.01,0.009,0.002,0.004,0.0004,0.004,0.6948,1.277
951,219.09,605.0,338.0,0.5413,164.257,1.0,0.022059,0.009,0.002,0.004,0.0004,0.004,0.8637,0.2598
952,211.46,859.0,613.0,0.4287,182.068,374.0,0.01,0.0716,0.002,0.004,0.0004,0.004,1.568,2.363
953,283.05,1113.0,658.2,0.3216,354.1844,1658.0,5.54429,0.009,0.002,0.004,0.0004,0.004,0.0105,0.0352
954,327.45,1193.0,677.6,0.1,342.4016,1.0,2.153577,0.009,0.002,0.004,0.0004,0.004,0.3199,0.024
955,277.5,1929.0,1111.4,0.1,603.656,24196.0,6.559712,0.009,0.002,0.004,0.0004,0.004,0.0026,0.0575
956,263.07,664.0,392.4,0.2716,225.6288,41.0,8.17552,0.01,0.002,0.004,0.0004,0.004,0.0022,0.0288
957,165.0,757.0,562.0,0.533,326.0,1.0,0.032,0.009,0.002,0.10975,0.00114,0.004,0.08216,0.0416
958,203.3,405.0,348.0,0.956,222.0,1.0,3.16,0.009,0.002,0.13874,0.00121,0.004,0.00259,2.69699
959,367.0,1193.0,270.0,0.46,306.0,1.0,0.01,0.0138,0.002,0.09208,0.00064,0.004,1.17872,0.19279
960,128.0,337.0,213.0,0.1,134.0,1.0,0.01,0.009,0.002,0.02276,0.0004,0.004,0.5691,3.65901
961,289.0,651.0,389.0,3.963,316.0,1.0,0.263,0.009,0.002,0.08853,0.0004,0.004,0.01869,0.94292
962,280.0,428.0,280.0,0.1,198.0,1.0,2.8,0.009,0.002,0.1074,0.00101,0.00596,0.00504,0.0546
963,275.0,396.0,508.0,0.58,330.0,1.0,2.093,0.009,0.002,0.00863,0.00076,0.004,0.0014,0.03124
964,265.0,648.0,454.0,0.72,316.0,1.0,0.312,0.009,0.002,0.01487,0.0004,0.004,0.0014,0.0471
965,180.0,460.0,494.0,0.482,238.0,1.0,0.01,0.009,0.002,0.01417,0.00167,0.004,0.2921,0.79115
966,215.0,652.0,446.0,0.338,272.0,1.0,2.876,0.009,0.002,0.15094,0.00151,0.00709,0.01923,0.48063
967,315.0,766.0,510.0,0.493,376.0,1.0,4.696,0.009,0.002,0.01647,0.0004,0.004,0.0014,0.04238
968,246.39,1206.0,791.0,1.3247,538.79,40.0,3.138,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0483
969,179.54,1257.0,821.0,0.877,493.4,40.0,5.4062,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0585
970,131.79,1962.0,1288.0,0.9985,41.45,1.0,5.022,0.2001,0.002,0.1099,0.0004,0.004,0.0032,0.1642
971,233.98,961.0,645.0,0.1,112.5,1.0,3.7105,0.009,0.002,0.004,0.0004,0.004,0.00381,0.173
972,315.15,1184.0,796.0,1.14,592.08,1.0,0.1005,0.009,0.002,0.004,0.0004,0.004,0.0014,0.1177
973,210.1,1201.0,801.0,0.1,398.67,1.0,1.0689,0.009,0.002,0.004,0.0004,0.004,0.0014,0.3619
974,291.28,1092.0,721.0,2.7975,493.4,1.0,0.2331,0.009,0.002,0.004,0.0004,0.004,0.0014,0.1096
975,238.75,2455.0,1618.0,0.1,501.29,1.0,0.1082,0.009,0.002,0.004,0.0004,0.004,0.0191,0.1921
976,193.87,1896.0,1284.0,0.4952,402.61,1.0,3.9073,0.009,0.002,0.0172,0.0004,0.004,0.00179,0.0723
977,186.23,1195.0,803.0,0.1,78.94,1.0,0.1064,0.009,0.002,0.004,0.0004,0.004,0.0041,0.26496
978,192.91,824.0,578.0,0.1,205.25,1.0,4.4302,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
979,181.45,610.0,496.0,0.1,365.12,90.0,0.1149,0.009,0.002,0.004,0.0004,0.004,0.0169,0.024
980,218.7,2362.0,1544.0,0.1,475.64,1.0,0.0661,0.009,0.002,0.004,0.0004,0.004,0.0079,0.17965
981,360.04,999.0,623.0,0.1,552.61,1.0,4.1904,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0469
982,357.17,1470.0,963.0,0.1,740.1,1.0,4.6907,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0523
983,230.16,1411.0,931.0,0.2516,177.62,40.0,8.5042,0.1397,0.002,0.0121,0.0004,0.0053,0.0293,0.2714
984,218.02,1114.0,768.0,0.2042,193.41,40.0,6.7795,0.009,0.002,0.0119,0.0004,0.004,0.0016,0.2891
985,173.81,18577.0,1229.0,0.368,471.69,1.0,2.0849,0.009,0.002,0.004,0.0004,0.004,0.01531,0.0887
986,309.42,1180.0,785.0,0.4993,578.26,1.0,2.769,0.009,0.002,0.0174,0.0004,0.004,0.0093,0.024
987,231.11,1461.0,957.0,0.602,404.59,40.0,4.6384,0.009,0.002,0.004,0.0004,0.004,0.0014,0.6639
988,215.83,1102.0,723.0,0.4691,607.87,1.0,3.0804,0.009,0.002,0.0164,0.0004,0.004,0.0035,0.024
989,382.0,2254.0,1499.0,0.825,611.82,1.0,2.9106,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
990,209.15,1249.0,835.0,0.1,402.61,1.0,0.1858,0.009,0.002,0.004,0.0004,0.004,0.0014,0.3065
991,136.57,1055.0,685.0,0.1,378.93,1.0,0.1416,0.009,0.002,0.004,0.0004,0.004,0.0014,0.2619
992,307.51,1239.0,826.0,0.1,382.88,1.0,0.171,0.009,0.002,0.004,0.0004,0.004,0.0014,0.8511
993,223.47,1483.0,978.0,0.1,412.48,1.0,2.6326,0.009,0.002,0.004,0.0004,0.004,0.0014,0.2931
994,217.74,577.0,380.0,0.1,124.34,1.0,5.0672,0.009,0.002,0.004,0.0004,0.004,0.0087,0.2019
995,200.55,837.0,570.0,0.1,337.49,1.0,4.2134,0.009,0.002,0.004,0.0004,0.004,0.00345,0.2431
996,252.2,1323.0,877.0,0.1,351.3,1.0,0.212,0.009,0.002,0.004,0.0004,0.004,0.0014,0.2939
997,345.71,1491.0,984.0,0.1,420.38,1.0,0.1041,0.009,0.002,0.004,0.0004,0.004,0.0014,0.1249
998,315.15,1332.0,887.0,0.1,562.48,1.0,0.1115,0.009,0.002,0.01341,0.0004,0.004,0.0059,0.024
999,326.61,3398.0,2018.0,0.1,976.93,1.0,0.0571,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
1000,272.18,2049.0,1367.0,0.7405,428.27,1.0,5.8512,0.009,0.002,0.004,0.0004,0.004,0.0014,0.1701
1001,113.65,1159.0,795.0,0.5303,108.55,1.0,0.2457,0.009,0.002,0.004,0.0004,0.004,0.0014,0.36147
1002,269.31,1141.0,760.0,0.1,457.88,1.0,1.7593,0.009,0.002,0.004,0.0004,0.004,0.01387,0.19871
1003,367.68,2957.0,1955.0,0.3938,1128.9,1.0,3.0824,0.009,0.002,0.004,0.0004,0.004,0.0014,0.2109
1004,339.03,1378.0,904.0,0.1,519.06,1.0,1.4191,0.009,0.002,0.004,0.0004,0.004,0.0014,0.2592
1005,317.06,1284.0,838.0,0.5139,1038.11,1.0,3.4086,0.009,0.002,0.004,0.0004,0.004,0.0022,0.1807
1006,375.32,1308.0,875.0,0.1,564.45,1.0,6.3556,0.009,0.002,0.004,0.0004,0.004,0.03714,0.26093
1007,356.22,1234.0,830.0,0.1,526.95,1.0,7.8526,0.009,0.002,0.004,0.0004,0.004,0.0014,0.2391
1008,246.39,840.0,563.0,0.3027,402.61,1.0,9.1713,0.009,0.002,0.004,0.0004,0.004,0.0054,0.2014
1009,243.53,1030.0,861.0,0.1,477.61,1.0,0.0504,0.009,0.002,0.004,0.0004,0.004,0.00993,0.19412
1010,285.55,1097.0,719.0,0.1,524.98,1.0,3.1021,0.009,0.002,0.004,0.0004,0.004,0.0014,0.1819
1011,283.64,975.0,669.0,0.3674,349.33,1.0,2.5313,0.009,0.002,0.004,0.0004,0.004,0.00693,0.19315
1012,286.5,1428.0,941.0,0.1,599.97,1.0,5.3124,0.009,0.002,0.004,0.0004,0.004,0.0014,0.28039
1013,475.59,1136.0,742.0,0.1,582.21,1.0,6.0638,0.009,0.002,0.004,0.0004,0.004,0.0014,0.24001
1014,346.67,1570.0,1035.0,0.1,493.4,1.0,1.3221,0.009,0.002,0.004,0.0004,0.004,0.0019,0.2439
1015,257.85,892.0,604.0,0.1,501.29,1.0,4.267,0.009,0.002,0.004,0.0004,0.004,0.0014,0.20931
1016,255.94,967.0,644.0,0.2575,572.34,1.0,0.0793,0.009,0.002,0.004,0.0004,0.004,0.01021,0.21497
1017,366.72,973.0,673.0,0.1,515.11,1.0,8.5025,0.009,0.002,0.004,0.0004,0.004,0.00169,0.31142
1018,410.65,1629.0,1076.0,1.0371,1006.54,1.0,3.1315,0.009,0.002,0.004,0.0004,0.004,0.0015,0.3701
1019,284.59,1213.0,800.0,0.3437,635.5,1.0,0.0307,0.009,0.002,0.004,0.0004,0.004,0.09897,0.25002
1020,305.16,1999.0,1288.0,0.1,773.65,1.0,1.7072,0.009,0.002,0.004,0.0004,0.004,0.0032,0.2937
1021,294.14,1288.0,866.0,0.1,588.13,1.0,2.0863,0.009,0.002,0.004,0.0004,0.004,0.0014,0.27681
1022,305.6,1053.0,691.0,0.2868,491.43,1.0,2.0577,0.009,0.002,0.004,0.0004,0.004,0.00432,0.16831
1023,342.85,1818.0,1207.0,0.2339,665.1,1.0,1.1463,0.009,0.002,0.004,0.0004,0.004,0.0014,0.2319
1024,349.53,3045.0,1995.0,0.3429,1113.11,1.0,3.6025,0.009,0.002,0.004,0.0004,0.004,0.0069,0.1901
1025,241.62,1187.0,789.0,0.2447,570.37,1.0,3.0264,0.009,0.002,0.004,0.0004,0.004,0.00571,0.24935
1026,263.58,1119.0,752.0,0.2094,432.22,1.0,1.0924,0.009,0.002,0.004,0.0004,0.004,0.0014,0.14937
1027,299.87,1071.0,702.0,0.2632,455.9,1.0,1.9008,0.009,0.002,0.004,0.0004,0.004,0.0014,0.14037
1028,213.92,1121.0,733.0,0.3556,487.48,1.0,2.0219,0.009,0.002,0.004,0.0004,0.004,0.0014,0.16939
1029,262.63,1198.0,781.0,0.1,596.03,1.0,4.9884,0.009,0.002,0.004,0.0004,0.004,0.00783,0.28931
1030,309.42,1932.0,1260.0,0.1,692.73,1.0,5.0916,0.009,0.002,0.004,0.0004,0.004,0.0014,0.27141
1031,323.75,1617.0,1073.0,0.2545,860.49,1.0,1.0662,0.009,0.002,0.004,0.0004,0.004,0.0014,0.3497
1032,352.4,2823.0,1851.0,0.3915,986.8,1.0,5.3642,0.009,0.002,0.004,0.0004,0.004,0.0014,0.291
1033,336.16,2883.0,1893.0,0.3402,1180.21,1.0,4.1412,0.009,0.002,0.004,0.0004,0.004,0.0014,0.2419
1034,353.35,975.0,629.0,0.1,495.37,1.0,5.0519,0.009,0.002,0.004,0.0004,0.004,0.04091,0.26087
1035,317.06,1438.0,967.0,1.8999,333.54,1.0,4.6785,0.009,0.002,0.004,0.0004,0.004,0.004,0.2519
1036,357.17,1477.0,967.0,0.244,558.53,1.0,0.5953,0.009,0.002,0.004,0.0004,0.004,0.0014,0.3001
1037,375.32,1319.0,855.0,0.1,536.82,1.0,3.5221,0.009,0.002,0.004,0.0004,0.004,0.0014,0.24093
1038,365.77,842.0,555.0,0.1,365.61,1.0,3.704,0.009,0.002,0.004,0.0004,0.004,0.0014,0.22193
1039,322.79,1113.0,744.0,0.1,519.06,1.0,0.1911,0.009,0.002,0.004,0.0004,0.004,0.0018,0.2892
1040,339.98,1107.0,733.0,0.1,641.42,1.0,0.8176,0.009,0.002,0.004,0.0004,0.004,0.0017,0.2832
1041,268.36,1133.0,752.0,0.1,446.03,1.0,0.0533,0.009,0.002,0.004,0.0004,0.004,0.0031,0.20032
1042,352.4,769.0,518.0,0.2565,438.14,1.0,0.0697,0.009,0.002,0.004,0.0004,0.004,0.0014,0.19093
1043,372.45,1064.0,699.0,1.8387,937.46,1.0,3.8628,0.009,0.002,0.004,0.0004,0.004,0.0014,0.2572
1044,385.82,1558.0,1029.0,0.2158,653.26,1.0,3.2185,0.009,0.002,0.004,0.0004,0.004,0.0014,0.24112
1045,368.63,1266.0,836.0,0.1,499.32,1.0,9.7972,0.009,0.002,0.004,0.0004,0.004,0.0014,0.29004
1046,264.54,794.0,539.0,0.3991,453.93,1.0,9.5247,0.009,0.002,0.004,0.0004,0.004,0.0014,0.2396
1047,277.91,1328.0,874.0,0.1,560.5,1.0,5.1756,0.009,0.002,0.004,0.0004,0.004,0.00792,0.25003
1048,311.33,1266.0,837.0,0.1,594.05,1.0,5.3474,0.009,0.002,0.004,0.0004,0.004,0.0014,0.25019
1049,308.47,962.0,632.0,0.1,453.93,1.0,2.1781,0.009,0.002,0.004,0.0004,0.004,0.0014,0.25983
1050,312.29,1128.0,754.0,0.3626,574.32,1.0,7.6636,0.009,0.002,0.004,0.0004,0.004,0.0152,0.2296
1051,395.37,1468.0,970.0,0.5387,554.58,1.0,2.5867,0.009,0.002,0.004,0.0004,0.004,0.0014,0.1596
1052,228.86,939.0,617.0,0.2893,355.25,1.0,5.7089,0.009,0.002,0.004,0.0004,0.004,0.0017,0.2351
1053,214.62,1095.0,593.2,0.4638,326.568,1.0,1.392795,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0304
1054,304.41,1230.0,793.6,0.2811,464.7418,1.0,9.228152,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
1055,349.305,690.0,608.2,0.3012,330.5264,1.0,3.597931,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
1056,284.7,1208.0,745.4,0.3007,454.7688,1.0,5.635142,0.009,0.002,0.004,0.00062,0.004,0.0014,0.024
1057,267.18,850.0,488.8,0.2133,346.36,1.0,8.495764,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
1058,269.37,927.0,846.0,0.2644,395.84,1.0,12.758907,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
1059,374.49,1225.0,655.0,0.7671,351.0496,20.0,9.101861,0.009,0.002,0.004,0.0004,0.004,0.0073,0.024
1060,323.0,1249.0,905.0,0.2054,622.0,2400.0,8.163,0.009,0.002,0.004,0.0004,0.004,0.01008,0.08831
1061,410.625,1767.0,1011.4,0.4368,573.968,1.0,25.168563,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
1062,199.8,1622.0,1092.2,0.482,679.272,1.0,2.357554,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
1063,231.045,2350.0,1545.8,0.1,752.096,1.0,14.615488,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
1064,256.0,529.0,297.0,0.1,273.0,1.0,77.392,0.009,0.002,0.004,0.0004,0.004,0.00709,0.07578
1065,330.69,2600.0,1873.0,0.7574,660.2126,620.0,36.477104,0.009,0.002,0.004,0.0004,0.004,0.0242,0.2129
1066,193.14,873.0,690.6667,0.7108,406.368,1.0,0.01,0.009,0.002,0.004,0.0004,0.004,0.012,0.1786
1067,263.07,817.0,495.0,0.4002,362.544,1.0,0.811876,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
